ticket_id,date,time,day_of_week,month,branch_id,branch_name,city,dish,category,unit_price,quantity,total_sale,ingredient_cost,gross_margin,payment_method,tip,total_with_tip,hour,year_month,daypart
TKT-20260114-003-04654,2026-01-14,12:24,Miércoles,January,SUC003,Guadalajara,Guadalajara,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,14.25,109.25,12,2026-01,Comida
TKT-20250910-001-04655,2025-09-10,14:53,Miércoles,September,SUC001,Ciudad de México Centro,Ciudad de México,Tacos al Pastor (3 pzas),Platos Fuertes,85,2,170,56,114,Tarjeta de Débito,0.0,170.0,14,2025-09,Comida
TKT-20250207-002-04656,2025-02-07,12:36,Viernes,February,SUC002,Ciudad de México Sur,Ciudad de México,Agua de Jamaica,Bebidas,35,2,70,14,56,Tarjeta de Crédito,7.0,77.0,12,2025-02,Comida
TKT-20250305-004-04657,2025-03-05,13:49,Miércoles,March,SUC004,Monterrey,Monterrey,Agua de Tamarindo,Bebidas,35,4,140,32,108,Tarjeta de Crédito,28.0,168.0,13,2025-03,Comida
TKT-20250625-002-04658,2025-06-25,14:46,Miércoles,June,SUC002,Ciudad de México Sur,Ciudad de México,Michelada,Bebidas,75,1,75,25,50,App de Pago,7.5,82.5,14,2025-06,Comida
TKT-20250617-003-04659,2025-06-17,20:01,Martes,June,SUC003,Guadalajara,Guadalajara,Helado de Vainilla,Postres,45,2,90,24,66,Tarjeta de Débito,18.0,108.0,20,2025-06,Tarde
TKT-20250508-007-04660,2025-05-08,14:15,Jueves,May,SUC007,Cancún,Cancún,Michelada,Bebidas,75,1,75,25,50,Tarjeta de Crédito,7.5,82.5,14,2025-05,Comida
TKT-20250201-003-04661,2025-02-01,12:41,Sábado,February,SUC003,Guadalajara,Guadalajara,Agua de Horchata,Bebidas,35,1,35,8,27,App de Pago,5.25,40.25,12,2025-02,Comida
TKT-20250911-010-04662,2025-09-11,14:35,Jueves,September,SUC010,León,León,Carnitas Michoacanas,Platos Fuertes,175,1,175,55,120,Tarjeta de Crédito,17.5,192.5,14,2025-09,Comida
TKT-20250530-007-04663,2025-05-30,12:45,Viernes,May,SUC007,Cancún,Cancún,Queso Fundido,Entradas,95,1,95,30,65,Efectivo,9.5,104.5,12,2025-05,Comida
TKT-20250627-007-04664,2025-06-27,20:23,Viernes,June,SUC007,Cancún,Cancún,Guacamole con Totopos,Entradas,89,2,178,50,128,Tarjeta de Crédito,17.8,195.8,20,2025-06,Tarde
TKT-20250922-004-04665,2025-09-22,15:52,Lunes,September,SUC004,Monterrey,Monterrey,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Débito,0.0,85.0,15,2025-09,Comida
TKT-20250811-008-04666,2025-08-11,13:42,Lunes,August,SUC008,Mérida,Mérida,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Crédito,19.0,209.0,13,2025-08,Comida
TKT-20251110-007-04667,2025-11-10,13:34,Lunes,November,SUC007,Cancún,Cancún,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Crédito,70.0,420.0,13,2025-11,Comida
TKT-20251225-004-04668,2025-12-25,21:22,Jueves,December,SUC004,Monterrey,Monterrey,Burrito Grande,Platos Fuertes,145,2,290,84,206,Tarjeta de Crédito,43.5,333.5,21,2025-12,Noche
TKT-20250825-006-04669,2025-08-25,12:23,Lunes,August,SUC006,Querétaro,Querétaro,Chiles Rellenos,Platos Fuertes,155,3,465,135,330,Tarjeta de Débito,69.75,534.75,12,2025-08,Comida
TKT-20250630-004-04670,2025-06-30,13:09,Lunes,June,SUC004,Monterrey,Monterrey,Cerveza Nacional,Bebidas,55,1,55,20,35,Tarjeta de Crédito,8.25,63.25,13,2025-06,Comida
TKT-20251012-006-04671,2025-10-12,14:43,Domingo,October,SUC006,Querétaro,Querétaro,Chiles Rellenos,Platos Fuertes,155,1,155,45,110,Efectivo,0.0,155.0,14,2025-10,Comida
TKT-20250910-001-04672,2025-09-10,20:05,Miércoles,September,SUC001,Ciudad de México Centro,Ciudad de México,Flan Napolitano,Postres,55,1,55,15,40,Tarjeta de Débito,11.0,66.0,20,2025-09,Tarde
TKT-20250412-001-04673,2025-04-12,20:21,Sábado,April,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Horchata,Bebidas,35,1,35,8,27,App de Pago,7.0,42.0,20,2025-04,Tarde
TKT-20250927-003-04674,2025-09-27,15:28,Sábado,September,SUC003,Guadalajara,Guadalajara,Churros con Chocolate,Postres,65,1,65,18,47,Efectivo,9.75,74.75,15,2025-09,Comida
TKT-20260115-010-04675,2026-01-15,12:10,Jueves,January,SUC010,León,León,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,0.0,175.0,12,2026-01,Comida
TKT-20251018-001-04676,2025-10-18,15:58,Sábado,October,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Horchata,Bebidas,35,2,70,16,54,Tarjeta de Crédito,0.0,70.0,15,2025-10,Comida
TKT-20250416-006-04677,2025-04-16,20:38,Miércoles,April,SUC006,Querétaro,Querétaro,Mole Poblano,Platos Fuertes,175,3,525,165,360,App de Pago,105.0,630.0,20,2025-04,Tarde
TKT-20250423-001-04678,2025-04-23,12:54,Miércoles,April,SUC001,Ciudad de México Centro,Ciudad de México,Nachos con Carne,Entradas,125,4,500,160,340,Tarjeta de Crédito,50.0,550.0,12,2025-04,Comida
TKT-20250517-003-04679,2025-05-17,20:52,Sábado,May,SUC003,Guadalajara,Guadalajara,Sopa de Tortilla,Entradas,75,2,150,40,110,Tarjeta de Débito,22.5,172.5,20,2025-05,Tarde
TKT-20250903-004-04680,2025-09-03,13:56,Miércoles,September,SUC004,Monterrey,Monterrey,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Crédito,3.5,38.5,13,2025-09,Comida
TKT-20251106-005-04681,2025-11-06,14:02,Jueves,November,SUC005,Puebla,Puebla,Burrito Grande,Platos Fuertes,145,1,145,42,103,Tarjeta de Débito,14.5,159.5,14,2025-11,Comida
TKT-20250203-007-04682,2025-02-03,13:16,Lunes,February,SUC007,Cancún,Cancún,Agua de Jamaica,Bebidas,35,2,70,14,56,Tarjeta de Crédito,10.5,80.5,13,2025-02,Comida
TKT-20250426-004-04683,2025-04-26,12:47,Sábado,April,SUC004,Monterrey,Monterrey,Mole Poblano,Platos Fuertes,175,3,525,165,360,App de Pago,78.75,603.75,12,2025-04,Comida
TKT-20250722-009-04684,2025-07-22,19:31,Martes,July,SUC009,Tijuana,Tijuana,Mole Poblano,Platos Fuertes,175,4,700,220,480,Tarjeta de Crédito,70.0,770.0,19,2025-07,Tarde
TKT-20250811-001-04685,2025-08-11,14:35,Lunes,August,SUC001,Ciudad de México Centro,Ciudad de México,Fajitas de Pollo,Platos Fuertes,195,1,195,58,137,Tarjeta de Débito,39.0,234.0,14,2025-08,Comida
TKT-20260103-001-04686,2026-01-03,21:52,Sábado,January,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Horchata,Bebidas,35,1,35,8,27,Efectivo,3.5,38.5,21,2026-01,Noche
TKT-20250730-005-04687,2025-07-30,20:47,Miércoles,July,SUC005,Puebla,Puebla,Cerveza Nacional,Bebidas,55,2,110,40,70,Efectivo,11.0,121.0,20,2025-07,Tarde
TKT-20250327-002-04688,2025-03-27,15:14,Jueves,March,SUC002,Ciudad de México Sur,Ciudad de México,Birria de Res,Platos Fuertes,185,1,185,60,125,Efectivo,27.75,212.75,15,2025-03,Comida
TKT-20250421-008-04689,2025-04-21,21:53,Lunes,April,SUC008,Mérida,Mérida,Cerveza Nacional,Bebidas,55,4,220,80,140,Tarjeta de Débito,33.0,253.0,21,2025-04,Noche
TKT-20250508-005-04690,2025-05-08,14:45,Jueves,May,SUC005,Puebla,Puebla,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Débito,0.0,35.0,14,2025-05,Comida
TKT-20250328-010-04691,2025-03-28,12:31,Viernes,March,SUC010,León,León,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,App de Pago,8.5,93.5,12,2025-03,Comida
TKT-20260122-007-04692,2026-01-22,13:19,Jueves,January,SUC007,Cancún,Cancún,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Crédito,28.5,218.5,13,2026-01,Comida
TKT-20250706-003-04693,2025-07-06,20:52,Domingo,July,SUC003,Guadalajara,Guadalajara,Mole Poblano,Platos Fuertes,175,1,175,55,120,Efectivo,0.0,175.0,20,2025-07,Tarde
TKT-20250322-007-04694,2025-03-22,12:52,Sábado,March,SUC007,Cancún,Cancún,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,App de Pago,8.5,93.5,12,2025-03,Comida
TKT-20250216-007-04695,2025-02-16,14:18,Domingo,February,SUC007,Cancún,Cancún,Enchiladas Verdes,Platos Fuertes,135,3,405,120,285,Tarjeta de Crédito,40.5,445.5,14,2025-02,Comida
TKT-20260115-003-04696,2026-01-15,20:04,Jueves,January,SUC003,Guadalajara,Guadalajara,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,14.25,109.25,20,2026-01,Tarde
TKT-20250402-006-04697,2025-04-02,12:27,Miércoles,April,SUC006,Querétaro,Querétaro,Agua de Jamaica,Bebidas,35,2,70,14,56,App de Pago,7.0,77.0,12,2025-04,Comida
TKT-20250826-004-04698,2025-08-26,13:00,Martes,August,SUC004,Monterrey,Monterrey,Enchiladas Rojas,Platos Fuertes,135,1,135,40,95,Tarjeta de Débito,20.25,155.25,13,2025-08,Comida
TKT-20250726-008-04699,2025-07-26,20:24,Sábado,July,SUC008,Mérida,Mérida,Guacamole con Totopos,Entradas,89,3,267,75,192,Tarjeta de Crédito,40.05,307.05,20,2025-07,Tarde
TKT-20250908-007-04700,2025-09-08,13:39,Lunes,September,SUC007,Cancún,Cancún,Carnitas Michoacanas,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,26.25,201.25,13,2025-09,Comida
TKT-20251223-010-04701,2025-12-23,19:39,Martes,December,SUC010,León,León,Agua de Jamaica,Bebidas,35,2,70,14,56,Tarjeta de Débito,0.0,70.0,19,2025-12,Tarde
TKT-20251010-010-04702,2025-10-10,13:02,Viernes,October,SUC010,León,León,Chiles Rellenos,Platos Fuertes,155,2,310,90,220,Tarjeta de Crédito,0.0,310.0,13,2025-10,Comida
TKT-20250216-004-04703,2025-02-16,11:16,Domingo,February,SUC004,Monterrey,Monterrey,Churros con Chocolate,Postres,65,1,65,18,47,Tarjeta de Crédito,6.5,71.5,11,2025-02,Mañana
TKT-20250816-006-04704,2025-08-16,15:48,Sábado,August,SUC006,Querétaro,Querétaro,Elotes Preparados,Entradas,55,1,55,15,40,Tarjeta de Crédito,11.0,66.0,15,2025-08,Comida
TKT-20250905-009-04705,2025-09-05,14:44,Viernes,September,SUC009,Tijuana,Tijuana,Flan Napolitano,Postres,55,3,165,45,120,Efectivo,0.0,165.0,14,2025-09,Comida
TKT-20250730-006-04706,2025-07-30,14:43,Miércoles,July,SUC006,Querétaro,Querétaro,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Crédito,13.35,102.35,14,2025-07,Comida
TKT-20250814-010-04707,2025-08-14,12:02,Jueves,August,SUC010,León,León,Cerveza Nacional,Bebidas,55,1,55,20,35,App de Pago,0.0,55.0,12,2025-08,Comida
TKT-20250317-003-04708,2025-03-17,13:30,Lunes,March,SUC003,Guadalajara,Guadalajara,Tacos al Pastor (3 pzas),Platos Fuertes,85,4,340,112,228,Efectivo,51.0,391.0,13,2025-03,Comida
TKT-20250315-007-04709,2025-03-15,21:15,Sábado,March,SUC007,Cancún,Cancún,Agua de Tamarindo,Bebidas,35,1,35,8,27,App de Pago,7.0,42.0,21,2025-03,Noche
TKT-20251221-006-04710,2025-12-21,14:59,Domingo,December,SUC006,Querétaro,Querétaro,Margarita,Bebidas,95,4,380,100,280,App de Pago,38.0,418.0,14,2025-12,Comida
TKT-20250723-003-04711,2025-07-23,20:15,Miércoles,July,SUC003,Guadalajara,Guadalajara,Carnitas Michoacanas,Platos Fuertes,175,1,175,55,120,Efectivo,0.0,175.0,20,2025-07,Tarde
TKT-20250218-005-04712,2025-02-18,15:20,Martes,February,SUC005,Puebla,Puebla,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Crédito,0.0,175.0,15,2025-02,Comida
TKT-20250920-009-04713,2025-09-20,22:13,Sábado,September,SUC009,Tijuana,Tijuana,Elotes Preparados,Entradas,55,1,55,15,40,App de Pago,5.5,60.5,22,2025-09,Noche
TKT-20250206-010-04714,2025-02-06,15:43,Jueves,February,SUC010,León,León,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,0.0,175.0,15,2025-02,Comida
TKT-20250215-006-04715,2025-02-15,13:59,Sábado,February,SUC006,Querétaro,Querétaro,Sopa de Tortilla,Entradas,75,4,300,80,220,Tarjeta de Crédito,60.0,360.0,13,2025-02,Comida
TKT-20251016-003-04716,2025-10-16,20:11,Jueves,October,SUC003,Guadalajara,Guadalajara,Agua de Tamarindo,Bebidas,35,1,35,8,27,Tarjeta de Crédito,3.5,38.5,20,2025-10,Tarde
TKT-20251117-010-04717,2025-11-17,12:24,Lunes,November,SUC010,León,León,Fajitas de Res,Platos Fuertes,225,2,450,140,310,Tarjeta de Crédito,45.0,495.0,12,2025-11,Comida
TKT-20260101-005-04718,2026-01-01,12:46,Jueves,January,SUC005,Puebla,Puebla,Agua de Horchata,Bebidas,35,3,105,24,81,Tarjeta de Débito,0.0,105.0,12,2026-01,Comida
TKT-20250402-007-04719,2025-04-02,14:44,Miércoles,April,SUC007,Cancún,Cancún,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Efectivo,12.75,97.75,14,2025-04,Comida
TKT-20250920-001-04720,2025-09-20,19:18,Sábado,September,SUC001,Ciudad de México Centro,Ciudad de México,Queso Fundido,Entradas,95,1,95,30,65,Tarjeta de Crédito,9.5,104.5,19,2025-09,Tarde
TKT-20250629-003-04721,2025-06-29,15:38,Domingo,June,SUC003,Guadalajara,Guadalajara,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Débito,0.0,85.0,15,2025-06,Comida
TKT-20260118-010-04722,2026-01-18,14:09,Domingo,January,SUC010,León,León,Sopa de Tortilla,Entradas,75,2,150,40,110,Tarjeta de Débito,15.0,165.0,14,2026-01,Comida
TKT-20250513-007-04723,2025-05-13,12:30,Martes,May,SUC007,Cancún,Cancún,Guacamole con Totopos,Entradas,89,2,178,50,128,Efectivo,26.7,204.7,12,2025-05,Comida
TKT-20250818-002-04724,2025-08-18,20:49,Lunes,August,SUC002,Ciudad de México Sur,Ciudad de México,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Crédito,5.25,40.25,20,2025-08,Tarde
TKT-20250502-008-04725,2025-05-02,20:49,Viernes,May,SUC008,Mérida,Mérida,Guacamole con Totopos,Entradas,89,1,89,25,64,Efectivo,0.0,89.0,20,2025-05,Tarde
TKT-20250505-007-04726,2025-05-05,15:14,Lunes,May,SUC007,Cancún,Cancún,Mole Poblano,Platos Fuertes,175,4,700,220,480,Tarjeta de Crédito,105.0,805.0,15,2025-05,Comida
TKT-20251126-002-04727,2025-11-26,14:54,Miércoles,November,SUC002,Ciudad de México Sur,Ciudad de México,Agua de Tamarindo,Bebidas,35,1,35,8,27,Tarjeta de Crédito,7.0,42.0,14,2025-11,Comida
TKT-20250916-010-04728,2025-09-16,13:51,Martes,September,SUC010,León,León,Pastel de Tres Leches,Postres,75,1,75,22,53,Efectivo,0.0,75.0,13,2025-09,Comida
TKT-20250401-005-04729,2025-04-01,12:06,Martes,April,SUC005,Puebla,Puebla,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,20.25,155.25,12,2025-04,Comida
TKT-20251207-008-04730,2025-12-07,19:36,Domingo,December,SUC008,Mérida,Mérida,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,0.0,95.0,19,2025-12,Tarde
TKT-20250807-002-04731,2025-08-07,20:50,Jueves,August,SUC002,Ciudad de México Sur,Ciudad de México,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Crédito,8.9,97.9,20,2025-08,Tarde
TKT-20260129-003-04732,2026-01-29,20:33,Jueves,January,SUC003,Guadalajara,Guadalajara,Chiles Rellenos,Platos Fuertes,155,1,155,45,110,Tarjeta de Débito,15.5,170.5,20,2026-01,Tarde
TKT-20251223-001-04733,2025-12-23,14:34,Martes,December,SUC001,Ciudad de México Centro,Ciudad de México,Margarita,Bebidas,95,2,190,50,140,App de Pago,28.5,218.5,14,2025-12,Comida
TKT-20250218-005-04734,2025-02-18,20:17,Martes,February,SUC005,Puebla,Puebla,Agua de Tamarindo,Bebidas,35,1,35,8,27,Efectivo,3.5,38.5,20,2025-02,Tarde
TKT-20250905-008-04735,2025-09-05,14:04,Viernes,September,SUC008,Mérida,Mérida,Guacamole con Totopos,Entradas,89,2,178,50,128,App de Pago,17.8,195.8,14,2025-09,Comida
TKT-20260107-003-04736,2026-01-07,14:22,Miércoles,January,SUC003,Guadalajara,Guadalajara,Fajitas de Pollo,Platos Fuertes,195,1,195,58,137,Tarjeta de Débito,0.0,195.0,14,2026-01,Comida
TKT-20250605-010-04737,2025-06-05,21:58,Jueves,June,SUC010,León,León,Nachos con Carne,Entradas,125,2,250,80,170,Tarjeta de Crédito,0.0,250.0,21,2025-06,Noche
TKT-20250403-001-04738,2025-04-03,13:01,Jueves,April,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Horchata,Bebidas,35,1,35,8,27,Efectivo,5.25,40.25,13,2025-04,Comida
TKT-20250507-002-04739,2025-05-07,13:42,Miércoles,May,SUC002,Ciudad de México Sur,Ciudad de México,Mole Poblano,Platos Fuertes,175,1,175,55,120,App de Pago,26.25,201.25,13,2025-05,Comida
TKT-20251107-008-04740,2025-11-07,14:23,Viernes,November,SUC008,Mérida,Mérida,Carnitas Michoacanas,Platos Fuertes,175,2,350,110,240,Tarjeta de Débito,0.0,350.0,14,2025-11,Comida
TKT-20250307-003-04741,2025-03-07,20:50,Viernes,March,SUC003,Guadalajara,Guadalajara,Burrito Grande,Platos Fuertes,145,3,435,126,309,Efectivo,87.0,522.0,20,2025-03,Tarde
TKT-20250831-002-04742,2025-08-31,22:07,Domingo,August,SUC002,Ciudad de México Sur,Ciudad de México,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,4,380,140,240,Efectivo,0.0,380.0,22,2025-08,Noche
TKT-20250515-010-04743,2025-05-15,14:09,Jueves,May,SUC010,León,León,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Crédito,17.5,192.5,14,2025-05,Comida
TKT-20260126-008-04744,2026-01-26,21:25,Lunes,January,SUC008,Mérida,Mérida,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Crédito,0.0,85.0,21,2026-01,Noche
TKT-20251020-002-04745,2025-10-20,15:50,Lunes,October,SUC002,Ciudad de México Sur,Ciudad de México,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Débito,3.5,38.5,15,2025-10,Comida
TKT-20260107-004-04746,2026-01-07,14:17,Miércoles,January,SUC004,Monterrey,Monterrey,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Crédito,8.9,97.9,14,2026-01,Comida
TKT-20250706-003-04747,2025-07-06,21:56,Domingo,July,SUC003,Guadalajara,Guadalajara,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,26.25,201.25,21,2025-07,Noche
TKT-20250605-010-04748,2025-06-05,19:55,Jueves,June,SUC010,León,León,Tacos de Carnitas (3 pzas),Platos Fuertes,90,2,180,60,120,Tarjeta de Crédito,27.0,207.0,19,2025-06,Tarde
TKT-20250508-003-04749,2025-05-08,14:42,Jueves,May,SUC003,Guadalajara,Guadalajara,Carnitas Michoacanas,Platos Fuertes,175,1,175,55,120,Efectivo,0.0,175.0,14,2025-05,Comida
TKT-20250521-001-04750,2025-05-21,13:06,Miércoles,May,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Horchata,Bebidas,35,3,105,24,81,App de Pago,15.75,120.75,13,2025-05,Comida
TKT-20251222-002-04751,2025-12-22,20:40,Lunes,December,SUC002,Ciudad de México Sur,Ciudad de México,Michelada,Bebidas,75,3,225,75,150,Tarjeta de Crédito,0.0,225.0,20,2025-12,Tarde
TKT-20250309-003-04752,2025-03-09,12:09,Domingo,March,SUC003,Guadalajara,Guadalajara,Churros con Chocolate,Postres,65,1,65,18,47,Tarjeta de Crédito,0.0,65.0,12,2025-03,Comida
TKT-20251020-003-04753,2025-10-20,13:09,Lunes,October,SUC003,Guadalajara,Guadalajara,Sopa de Tortilla,Entradas,75,4,300,80,220,Efectivo,0.0,300.0,13,2025-10,Comida
TKT-20251003-009-04754,2025-10-03,15:32,Viernes,October,SUC009,Tijuana,Tijuana,Sopa de Tortilla,Entradas,75,1,75,20,55,Tarjeta de Débito,7.5,82.5,15,2025-10,Comida
TKT-20251117-003-04755,2025-11-17,13:10,Lunes,November,SUC003,Guadalajara,Guadalajara,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Crédito,28.5,218.5,13,2025-11,Comida
TKT-20251218-007-04756,2025-12-18,13:23,Jueves,December,SUC007,Cancún,Cancún,Refresco,Bebidas,30,1,30,8,22,Tarjeta de Crédito,4.5,34.5,13,2025-12,Comida
TKT-20250615-003-04757,2025-06-15,19:26,Domingo,June,SUC003,Guadalajara,Guadalajara,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Débito,0.0,190.0,19,2025-06,Tarde
TKT-20250222-007-04758,2025-02-22,22:55,Sábado,February,SUC007,Cancún,Cancún,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,14.25,109.25,22,2025-02,Noche
TKT-20250215-004-04759,2025-02-15,12:12,Sábado,February,SUC004,Monterrey,Monterrey,Pastel de Tres Leches,Postres,75,1,75,22,53,Tarjeta de Débito,7.5,82.5,12,2025-02,Comida
TKT-20250811-003-04760,2025-08-11,20:25,Lunes,August,SUC003,Guadalajara,Guadalajara,Refresco,Bebidas,30,1,30,8,22,Tarjeta de Débito,4.5,34.5,20,2025-08,Tarde
TKT-20250527-004-04761,2025-05-27,13:47,Martes,May,SUC004,Monterrey,Monterrey,Carnitas Michoacanas,Platos Fuertes,175,1,175,55,120,Tarjeta de Crédito,17.5,192.5,13,2025-05,Comida
TKT-20251212-006-04762,2025-12-12,19:50,Viernes,December,SUC006,Querétaro,Querétaro,Cochinita Pibil,Platos Fuertes,165,1,165,50,115,Tarjeta de Crédito,0.0,165.0,19,2025-12,Tarde
TKT-20251228-005-04763,2025-12-28,14:55,Domingo,December,SUC005,Puebla,Puebla,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Débito,0.0,85.0,14,2025-12,Comida
TKT-20250604-004-04764,2025-06-04,21:38,Miércoles,June,SUC004,Monterrey,Monterrey,Carnitas Michoacanas,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,35.0,210.0,21,2025-06,Noche
TKT-20250311-007-04765,2025-03-11,13:27,Martes,March,SUC007,Cancún,Cancún,Cochinita Pibil,Platos Fuertes,165,3,495,150,345,Tarjeta de Débito,0.0,495.0,13,2025-03,Comida
TKT-20250306-008-04766,2025-03-06,20:35,Jueves,March,SUC008,Mérida,Mérida,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Tarjeta de Débito,40.5,310.5,20,2025-03,Tarde
TKT-20251226-001-04767,2025-12-26,14:02,Viernes,December,SUC001,Ciudad de México Centro,Ciudad de México,Margarita,Bebidas,95,1,95,25,70,Efectivo,9.5,104.5,14,2025-12,Comida
TKT-20250624-003-04768,2025-06-24,14:29,Martes,June,SUC003,Guadalajara,Guadalajara,Pastel de Tres Leches,Postres,75,2,150,44,106,Tarjeta de Débito,15.0,165.0,14,2025-06,Comida
TKT-20250725-001-04769,2025-07-25,20:19,Viernes,July,SUC001,Ciudad de México Centro,Ciudad de México,Quesadilla de Flor de Calabaza,Platos Fuertes,95,2,190,56,134,Tarjeta de Débito,19.0,209.0,20,2025-07,Tarde
TKT-20250718-003-04770,2025-07-18,13:58,Viernes,July,SUC003,Guadalajara,Guadalajara,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Débito,19.0,209.0,13,2025-07,Comida
TKT-20251020-002-04771,2025-10-20,14:31,Lunes,October,SUC002,Ciudad de México Sur,Ciudad de México,Mole Poblano,Platos Fuertes,175,1,175,55,120,App de Pago,0.0,175.0,14,2025-10,Comida
TKT-20251129-008-04772,2025-11-29,21:44,Sábado,November,SUC008,Mérida,Mérida,Agua de Jamaica,Bebidas,35,4,140,28,112,Efectivo,0.0,140.0,21,2025-11,Noche
TKT-20251207-007-04773,2025-12-07,11:38,Domingo,December,SUC007,Cancún,Cancún,Burrito Grande,Platos Fuertes,145,2,290,84,206,Tarjeta de Crédito,43.5,333.5,11,2025-12,Mañana
TKT-20250412-002-04774,2025-04-12,13:30,Sábado,April,SUC002,Ciudad de México Sur,Ciudad de México,Mole Poblano,Platos Fuertes,175,1,175,55,120,Efectivo,17.5,192.5,13,2025-04,Comida
TKT-20251009-009-04775,2025-10-09,13:21,Jueves,October,SUC009,Tijuana,Tijuana,Quesadilla de Flor de Calabaza,Platos Fuertes,95,2,190,56,134,Tarjeta de Crédito,28.5,218.5,13,2025-10,Comida
TKT-20251221-004-04776,2025-12-21,15:04,Domingo,December,SUC004,Monterrey,Monterrey,Guacamole con Totopos,Entradas,89,2,178,50,128,Tarjeta de Débito,26.7,204.7,15,2025-12,Comida
TKT-20250619-007-04777,2025-06-19,15:55,Jueves,June,SUC007,Cancún,Cancún,Agua de Horchata,Bebidas,35,1,35,8,27,App de Pago,3.5,38.5,15,2025-06,Comida
TKT-20250528-004-04778,2025-05-28,20:20,Miércoles,May,SUC004,Monterrey,Monterrey,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,17.5,192.5,20,2025-05,Tarde
TKT-20250603-004-04779,2025-06-03,19:36,Martes,June,SUC004,Monterrey,Monterrey,Guacamole con Totopos,Entradas,89,2,178,50,128,Tarjeta de Crédito,17.8,195.8,19,2025-06,Tarde
TKT-20250510-006-04780,2025-05-10,14:52,Sábado,May,SUC006,Querétaro,Querétaro,Mole Poblano,Platos Fuertes,175,2,350,110,240,Tarjeta de Crédito,70.0,420.0,14,2025-05,Comida
TKT-20250830-010-04781,2025-08-30,19:17,Sábado,August,SUC010,León,León,Margarita,Bebidas,95,1,95,25,70,Efectivo,0.0,95.0,19,2025-08,Tarde
TKT-20260109-005-04782,2026-01-09,12:42,Viernes,January,SUC005,Puebla,Puebla,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Crédito,3.5,38.5,12,2026-01,Comida
TKT-20250413-009-04783,2025-04-13,22:51,Domingo,April,SUC009,Tijuana,Tijuana,Enchiladas Rojas,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,13.5,148.5,22,2025-04,Noche
TKT-20250509-006-04784,2025-05-09,13:43,Viernes,May,SUC006,Querétaro,Querétaro,Agua de Tamarindo,Bebidas,35,2,70,16,54,Efectivo,10.5,80.5,13,2025-05,Comida
TKT-20251105-001-04785,2025-11-05,19:35,Miércoles,November,SUC001,Ciudad de México Centro,Ciudad de México,Margarita,Bebidas,95,1,95,25,70,App de Pago,14.25,109.25,19,2025-11,Tarde
TKT-20251125-003-04786,2025-11-25,13:33,Martes,November,SUC003,Guadalajara,Guadalajara,Mole Poblano,Platos Fuertes,175,1,175,55,120,Efectivo,26.25,201.25,13,2025-11,Comida
