record_id,date,month,day_of_week,branch_id,branch_name,city,platform,interaction_type,content,sentiment,rating,reach,engagement,engagement_rate,campaign,campaign_cost,responded,response_hours,conversion,year_month
DIG-00952,2025-09-28,September,Domingo,SUC001,Ciudad de México Centro,Ciudad de México,Facebook,Mención,Comida deliciosa y precios justos,positivo,,249.0,12.0,4.82,Orgánico,0.0,,,False,2025-09
DIG-00953,2025-06-25,June,Miércoles,SUC005,Puebla,Puebla,Instagram,Like,Esperamos mucho tiempo para ser atendidos,negativo,,4509.0,662.0,14.68,Orgánico,0.0,,,False,2025-06
DIG-00954,2025-04-09,April,Miércoles,SUC006,Querétaro,Querétaro,TikTok,Comentario,Precios estándar para la zona,neutro,,41783.0,1816.0,4.35,Noche Mexicana,159.48,,,False,2025-04
DIG-00955,2025-06-17,June,Martes,SUC009,Tijuana,Tijuana,Facebook,Pregunta,Servicio normal,neutro,,3024.0,113.0,3.74,Orgánico,0.0,True,22.0,False,2025-06
DIG-00956,2025-08-19,August,Martes,SUC007,Cancún,Cancún,Instagram,Like,"Lugar promedio, cumple",neutro,,2082.0,223.0,10.71,Orgánico,0.0,,,False,2025-08
DIG-00957,2025-05-06,May,Martes,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Comentario,¡Los mejores tacos de la ciudad! 🌮,positivo,,4730.0,668.0,14.12,Orgánico,0.0,,,False,2025-05
DIG-00958,2025-02-06,February,Jueves,SUC008,Mérida,Mérida,Instagram,Comentario,Ambiente perfecto para celebrar,positivo,,3951.0,307.0,7.77,Día de la Familia,140.06,,,False,2025-02
DIG-00959,2025-11-20,November,Jueves,SUC006,Querétaro,Querétaro,TripAdvisor,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,5.0,417.0,31.0,7.43,Orgánico,0.0,,,False,2025-11
DIG-00960,2025-04-22,April,Martes,SUC007,Cancún,Cancún,Facebook,Like,Precios estándar para la zona,neutro,,287.0,8.0,2.79,Combo Ejecutivo,80.19,,,False,2025-04
DIG-00961,2025-11-04,November,Martes,SUC001,Ciudad de México Centro,Ciudad de México,TikTok,Comentario,Ambiente perfecto para celebrar,positivo,,29019.0,3571.0,12.31,Orgánico,0.0,,,False,2025-11
DIG-00962,2025-11-04,November,Martes,SUC003,Guadalajara,Guadalajara,Instagram,Pregunta,"Siempre regresamos, nunca falla",positivo,,3052.0,108.0,3.54,Temporada de Pozole,190.09,True,13.0,False,2025-11
DIG-00963,2025-09-10,September,Miércoles,SUC006,Querétaro,Querétaro,TikTok,Mención,"Lugar promedio, cumple",neutro,,31839.0,2117.0,6.65,Orgánico,0.0,,,False,2025-09
DIG-00964,2026-01-15,January,Jueves,SUC009,Tijuana,Tijuana,Instagram,Like,Precios elevados para la porción,negativo,,2378.0,239.0,10.05,Orgánico,0.0,,,False,2026-01
DIG-00965,2025-06-28,June,Sábado,SUC010,León,León,TripAdvisor,Review,La cochinita pibil es espectacular,positivo,4.0,107.0,6.0,5.61,Orgánico,0.0,,,False,2025-06
DIG-00966,2025-09-08,September,Lunes,SUC010,León,León,Facebook,Pregunta,¡Los mejores tacos de la ciudad! 🌮,positivo,,3956.0,83.0,2.1,Orgánico,0.0,True,6.0,False,2025-09
DIG-00967,2025-03-23,March,Domingo,SUC007,Cancún,Cancún,Facebook,Mención,Comida deliciosa y precios justos,positivo,,3598.0,285.0,7.92,Orgánico,0.0,,,False,2025-03
DIG-00968,2025-10-04,October,Sábado,SUC010,León,León,Facebook,Mención,"Siempre regresamos, nunca falla",positivo,,538.0,49.0,9.11,Orgánico,0.0,,,True,2025-10
DIG-00969,2025-10-27,October,Lunes,SUC002,Ciudad de México Sur,Ciudad de México,Google Reviews,Review,"Siempre regresamos, nunca falla",positivo,4.0,436.0,50.0,11.47,Orgánico,0.0,,,False,2025-10
DIG-00970,2025-11-24,November,Lunes,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Mención,"Lugar promedio, cumple",neutro,,1808.0,116.0,6.42,Orgánico,0.0,,,False,2025-11
DIG-00971,2025-05-30,May,Viernes,SUC003,Guadalajara,Guadalajara,Facebook,Queja,La cochinita pibil es espectacular,positivo,,1538.0,31.0,2.02,Orgánico,0.0,,,False,2025-05
DIG-00972,2025-06-25,June,Miércoles,SUC002,Ciudad de México Sur,Ciudad de México,Twitter/X,Mención,"Comida aceptable, nada extraordinario",neutro,,96.0,6.0,6.25,Orgánico,0.0,,,False,2025-06
DIG-00973,2025-12-25,December,Jueves,SUC006,Querétaro,Querétaro,TikTok,Comentario,Excelente servicio y ambiente familiar,positivo,,42761.0,5160.0,12.07,Orgánico,0.0,,,False,2025-12
DIG-00974,2025-07-04,July,Viernes,SUC007,Cancún,Cancún,Twitter/X,Mención,Servicio normal,neutro,,70.0,3.0,4.29,Happy Hour Margaritas,86.12,,,False,2025-07
DIG-00975,2025-11-11,November,Martes,SUC008,Mérida,Mérida,Yelp,Review,Las margaritas son las mejores 🍹,positivo,4.0,272.0,11.0,4.04,Orgánico,0.0,,,False,2025-11
DIG-00976,2025-03-22,March,Sábado,SUC002,Ciudad de México Sur,Ciudad de México,TikTok,Comentario,¡Los mejores tacos de la ciudad! 🌮,positivo,,12857.0,1301.0,10.12,Orgánico,0.0,,,False,2025-03
DIG-00977,2025-03-03,March,Lunes,SUC006,Querétaro,Querétaro,TripAdvisor,Review,El personal es muy amable,positivo,5.0,398.0,19.0,4.77,Orgánico,0.0,,,False,2025-03
DIG-00978,2025-04-20,April,Domingo,SUC004,Monterrey,Monterrey,Instagram,Mención,El lugar estaba muy lleno y ruidoso,negativo,,4668.0,661.0,14.16,Orgánico,0.0,,,False,2025-04
DIG-00979,2025-08-02,August,Sábado,SUC005,Puebla,Puebla,Google Reviews,Review,"Recomiendo 100%, no se arrepentirán",positivo,4.0,306.0,40.0,13.07,Festival del Mole,76.28,,,False,2025-08
DIG-00980,2025-10-04,October,Sábado,SUC004,Monterrey,Monterrey,Instagram,Comentario,Servicio normal,neutro,,4604.0,375.0,8.15,Orgánico,0.0,,,False,2025-10
DIG-00981,2025-06-05,June,Jueves,SUC001,Ciudad de México Centro,Ciudad de México,TikTok,Mención,Ambiente perfecto para celebrar,positivo,,31622.0,4282.0,13.54,Orgánico,0.0,,,False,2025-06
DIG-00982,2025-03-13,March,Jueves,SUC008,Mérida,Mérida,Facebook,Review,Excelente servicio y ambiente familiar,positivo,4.0,3385.0,417.0,12.32,Promoción 2x1 Tacos,263.73,,,False,2025-03
DIG-00983,2025-07-19,July,Sábado,SUC006,Querétaro,Querétaro,Facebook,Comentario,"El mole está increíble, muy auténtico",positivo,,3577.0,474.0,13.25,Orgánico,0.0,,,False,2025-07
DIG-00984,2025-06-23,June,Lunes,SUC005,Puebla,Puebla,Yelp,Review,Ambiente perfecto para celebrar,positivo,4.0,123.0,6.0,4.88,Orgánico,0.0,,,False,2025-06
DIG-00985,2025-09-25,September,Jueves,SUC008,Mérida,Mérida,Google Reviews,Review,"Recomiendo 100%, no se arrepentirán",positivo,4.0,500.0,26.0,5.2,Orgánico,0.0,,,False,2025-09
DIG-00986,2025-06-18,June,Miércoles,SUC010,León,León,Instagram,Like,"Comida aceptable, nada extraordinario",neutro,,1504.0,192.0,12.77,Orgánico,0.0,,,False,2025-06
DIG-00987,2025-09-15,September,Lunes,SUC003,Guadalajara,Guadalajara,Facebook,Compartido,Ambiente perfecto para celebrar,positivo,,2206.0,152.0,6.89,Orgánico,0.0,,,False,2025-09
DIG-00988,2025-12-13,December,Sábado,SUC002,Ciudad de México Sur,Ciudad de México,TripAdvisor,Review,No había disponibilidad de varios platillos,negativo,1.0,59.0,8.0,13.56,Orgánico,0.0,True,11.0,False,2025-12
DIG-00989,2025-12-15,December,Lunes,SUC007,Cancún,Cancún,Google Reviews,Review,Servicio normal,neutro,3.0,143.0,15.0,10.49,Orgánico,0.0,,,False,2025-12
DIG-00990,2025-07-13,July,Domingo,SUC008,Mérida,Mérida,TripAdvisor,Review,Excelente servicio y ambiente familiar,positivo,4.0,390.0,17.0,4.36,Orgánico,0.0,,,False,2025-07
DIG-00991,2025-06-27,June,Viernes,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,La comida llegó fría 😞,negativo,2.0,410.0,26.0,6.34,Orgánico,0.0,True,7.0,False,2025-06
DIG-00992,2025-04-10,April,Jueves,SUC010,León,León,TripAdvisor,Review,"Siempre regresamos, nunca falla",positivo,5.0,452.0,64.0,14.16,Orgánico,0.0,,,False,2025-04
DIG-00993,2025-05-04,May,Domingo,SUC007,Cancún,Cancún,Google Reviews,Review,Ambiente perfecto para celebrar,positivo,5.0,320.0,39.0,12.19,Orgánico,0.0,,,False,2025-05
DIG-00994,2025-08-22,August,Viernes,SUC004,Monterrey,Monterrey,TripAdvisor,Review,El servicio fue lento,negativo,2.0,65.0,9.0,13.85,Festival del Mole,73.71,True,5.0,False,2025-08
DIG-00995,2025-02-16,February,Domingo,SUC002,Ciudad de México Sur,Ciudad de México,Instagram,Like,No había disponibilidad de varios platillos,negativo,,3125.0,187.0,5.98,Orgánico,0.0,,,False,2025-02
DIG-00996,2025-03-19,March,Miércoles,SUC004,Monterrey,Monterrey,Instagram,Comentario,¡Los mejores tacos de la ciudad! 🌮,positivo,,479.0,57.0,11.9,Orgánico,0.0,,,False,2025-03
DIG-00997,2026-01-07,January,Miércoles,SUC008,Mérida,Mérida,Instagram,Mención,El lugar estaba muy lleno y ruidoso,negativo,,855.0,34.0,3.98,Orgánico,0.0,,,False,2026-01
DIG-00998,2025-09-01,September,Lunes,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,"Siempre regresamos, nunca falla",positivo,5.0,53.0,6.0,11.32,Happy Hour Margaritas,83.23,,,False,2025-09
DIG-00999,2026-01-25,January,Domingo,SUC008,Mérida,Mérida,Facebook,Comentario,El estacionamiento es un problema,negativo,,1845.0,172.0,9.32,Temporada de Pozole,70.35,,,False,2026-01
DIG-01000,2026-01-04,January,Domingo,SUC001,Ciudad de México Centro,Ciudad de México,TripAdvisor,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,4.0,100.0,14.0,14.0,Orgánico,0.0,,,False,2026-01
DIG-01001,2025-11-17,November,Lunes,SUC003,Guadalajara,Guadalajara,Instagram,Comentario,"El mole está increíble, muy auténtico",positivo,,728.0,68.0,9.34,Orgánico,0.0,,,False,2025-11
DIG-01002,2025-12-13,December,Sábado,SUC003,Guadalajara,Guadalajara,TikTok,Comentario,Las margaritas son las mejores 🍹,positivo,,1519.0,204.0,13.43,Orgánico,0.0,,,False,2025-12
DIG-01003,2025-05-18,May,Domingo,SUC009,Tijuana,Tijuana,TripAdvisor,Review,Comida deliciosa y precios justos,positivo,5.0,188.0,18.0,9.57,Orgánico,0.0,,,False,2025-05
DIG-01004,2025-08-26,August,Martes,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,Comida deliciosa y precios justos,positivo,4.0,487.0,69.0,14.17,Noche Mexicana,178.1,,,False,2025-08
DIG-01005,2025-11-05,November,Miércoles,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,Ambiente perfecto para celebrar,positivo,5.0,92.0,9.0,9.78,Promoción 2x1 Tacos,445.53,,,False,2025-11
DIG-01006,2025-02-17,February,Lunes,SUC005,Puebla,Puebla,Facebook,Compartido,¡Los mejores tacos de la ciudad! 🌮,positivo,,779.0,23.0,2.95,Orgánico,0.0,,,False,2025-02
DIG-01007,2025-03-08,March,Sábado,SUC002,Ciudad de México Sur,Ciudad de México,Facebook,Like,La cochinita pibil es espectacular,positivo,,3429.0,284.0,8.28,Día de la Familia,269.89,,,False,2025-03
DIG-01008,2025-12-05,December,Viernes,SUC004,Monterrey,Monterrey,Google Reviews,Review,El estacionamiento es un problema,negativo,2.0,298.0,13.0,4.36,Orgánico,0.0,True,21.0,False,2025-12
DIG-01009,2025-10-16,October,Jueves,SUC006,Querétaro,Querétaro,TikTok,Comentario,"El mole está increíble, muy auténtico",positivo,,21263.0,2967.0,13.95,Orgánico,0.0,,,True,2025-10
DIG-01010,2025-06-20,June,Viernes,SUC003,Guadalajara,Guadalajara,Instagram,Mención,"Lugar promedio, cumple",neutro,,2636.0,143.0,5.42,Orgánico,0.0,,,False,2025-06
DIG-01011,2025-03-02,March,Domingo,SUC007,Cancún,Cancún,Google Reviews,Review,Servicio normal,neutro,3.0,389.0,21.0,5.4,Orgánico,0.0,,,False,2025-03
DIG-01012,2025-03-29,March,Sábado,SUC008,Mérida,Mérida,Instagram,Mención,Las margaritas son las mejores 🍹,positivo,,967.0,53.0,5.48,Orgánico,0.0,,,False,2025-03
DIG-01013,2025-10-14,October,Martes,SUC002,Ciudad de México Sur,Ciudad de México,TripAdvisor,Review,"Comida aceptable, nada extraordinario",neutro,3.0,203.0,4.0,1.97,Orgánico,0.0,,,False,2025-10
DIG-01014,2025-03-22,March,Sábado,SUC007,Cancún,Cancún,TripAdvisor,Review,Comida deliciosa y precios justos,positivo,4.0,334.0,35.0,10.48,Happy Hour Margaritas,118.16,,,False,2025-03
DIG-01015,2026-01-10,January,Sábado,SUC006,Querétaro,Querétaro,Instagram,Compartido,Ambiente perfecto para celebrar,positivo,,444.0,43.0,9.68,Orgánico,0.0,,,False,2026-01
DIG-01016,2025-11-08,November,Sábado,SUC007,Cancún,Cancún,Facebook,Mención,Servicio normal,neutro,,482.0,61.0,12.66,Noche Mexicana,68.64,,,True,2025-11
DIG-01017,2025-07-04,July,Viernes,SUC005,Puebla,Puebla,Facebook,Review,La cochinita pibil es espectacular,positivo,4.0,2234.0,213.0,9.53,Orgánico,0.0,,,False,2025-07
DIG-01018,2025-10-11,October,Sábado,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,El servicio fue lento,negativo,1.0,484.0,34.0,7.02,Descuento Cumpleañeros,300.48,False,,False,2025-10
DIG-01019,2026-01-09,January,Viernes,SUC009,Tijuana,Tijuana,Google Reviews,Review,"El mole está increíble, muy auténtico",positivo,5.0,260.0,18.0,6.92,Orgánico,0.0,,,False,2026-01
DIG-01020,2025-09-16,September,Martes,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,Servicio normal,neutro,3.0,123.0,12.0,9.76,Combo Ejecutivo,142.3,,,False,2025-09
DIG-01021,2026-01-07,January,Miércoles,SUC009,Tijuana,Tijuana,TikTok,Like,No había disponibilidad de varios platillos,negativo,,10321.0,1214.0,11.76,Orgánico,0.0,,,False,2026-01
DIG-01022,2025-09-16,September,Martes,SUC007,Cancún,Cancún,Google Reviews,Review,Ambiente perfecto para celebrar,positivo,4.0,384.0,31.0,8.07,Combo Ejecutivo,99.93,,,False,2025-09
DIG-01023,2025-06-16,June,Lunes,SUC004,Monterrey,Monterrey,TripAdvisor,Review,Comida deliciosa y precios justos,positivo,5.0,345.0,41.0,11.88,Orgánico,0.0,,,False,2025-06
DIG-01024,2025-05-27,May,Martes,SUC010,León,León,TripAdvisor,Review,Esperaba mejor calidad,negativo,2.0,260.0,31.0,11.92,Orgánico,0.0,True,21.0,False,2025-05
DIG-01025,2025-09-24,September,Miércoles,SUC002,Ciudad de México Sur,Ciudad de México,TikTok,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,5.0,2419.0,104.0,4.3,Orgánico,0.0,,,False,2025-09
DIG-01026,2025-03-14,March,Viernes,SUC008,Mérida,Mérida,Instagram,Mención,La comida llegó fría 😞,negativo,,4498.0,186.0,4.14,Orgánico,0.0,,,True,2025-03
DIG-01027,2025-09-18,September,Jueves,SUC008,Mérida,Mérida,Google Reviews,Review,"El mole está increíble, muy auténtico",positivo,5.0,309.0,45.0,14.56,Descuento Cumpleañeros,214.96,,,False,2025-09
DIG-01028,2025-09-12,September,Viernes,SUC002,Ciudad de México Sur,Ciudad de México,Facebook,Comentario,Precios estándar para la zona,neutro,,4058.0,196.0,4.83,Orgánico,0.0,,,True,2025-09
DIG-01029,2025-09-08,September,Lunes,SUC008,Mérida,Mérida,TripAdvisor,Review,"Lugar promedio, cumple",neutro,3.0,402.0,20.0,4.98,Día de la Familia,79.43,,,False,2025-09
DIG-01030,2025-05-02,May,Viernes,SUC009,Tijuana,Tijuana,Google Reviews,Review,Las margaritas son las mejores 🍹,positivo,4.0,350.0,47.0,13.43,Orgánico,0.0,,,False,2025-05
DIG-01031,2025-02-06,February,Jueves,SUC010,León,León,Instagram,Review,"Lugar promedio, cumple",neutro,3.0,1007.0,106.0,10.53,Orgánico,0.0,,,False,2025-02
DIG-01032,2025-05-02,May,Viernes,SUC006,Querétaro,Querétaro,Facebook,Like,Precios estándar para la zona,neutro,,4480.0,387.0,8.64,Combo Ejecutivo,321.48,,,False,2025-05
DIG-01033,2025-09-26,September,Viernes,SUC005,Puebla,Puebla,TikTok,Queja,La comida llegó fría 😞,negativo,,11678.0,591.0,5.06,Orgánico,0.0,True,38.0,False,2025-09
DIG-01034,2025-06-18,June,Miércoles,SUC005,Puebla,Puebla,Facebook,Pregunta,El personal es muy amable,positivo,,4940.0,711.0,14.39,Orgánico,0.0,True,18.0,True,2025-06
DIG-01035,2025-05-02,May,Viernes,SUC003,Guadalajara,Guadalajara,Google Reviews,Review,El personal es muy amable,positivo,5.0,458.0,29.0,6.33,Festival del Mole,264.27,,,False,2025-05
DIG-01036,2025-02-08,February,Sábado,SUC009,Tijuana,Tijuana,TripAdvisor,Review,"El mole está increíble, muy auténtico",positivo,4.0,233.0,14.0,6.01,Orgánico,0.0,,,False,2025-02
DIG-01037,2025-03-08,March,Sábado,SUC007,Cancún,Cancún,Twitter/X,Mención,¡Los mejores tacos de la ciudad! 🌮,positivo,,426.0,36.0,8.45,Orgánico,0.0,,,False,2025-03
DIG-01038,2025-09-23,September,Martes,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Mención,Comida deliciosa y precios justos,positivo,,2861.0,107.0,3.74,Orgánico,0.0,,,False,2025-09
DIG-01039,2025-12-16,December,Martes,SUC002,Ciudad de México Sur,Ciudad de México,TikTok,Review,Servicio normal,neutro,3.0,8577.0,781.0,9.11,Orgánico,0.0,,,False,2025-12
DIG-01040,2025-03-12,March,Miércoles,SUC007,Cancún,Cancún,Facebook,Mención,"El mole está increíble, muy auténtico",positivo,,4790.0,357.0,7.45,Orgánico,0.0,,,False,2025-03
DIG-01041,2025-07-28,July,Lunes,SUC009,Tijuana,Tijuana,Twitter/X,Mención,"Siempre regresamos, nunca falla",positivo,,247.0,28.0,11.34,Orgánico,0.0,,,False,2025-07
DIG-01042,2025-08-04,August,Lunes,SUC004,Monterrey,Monterrey,Google Reviews,Review,El estacionamiento es un problema,negativo,2.0,146.0,7.0,4.79,Orgánico,0.0,False,,False,2025-08
DIG-01043,2025-05-03,May,Sábado,SUC006,Querétaro,Querétaro,Instagram,Comentario,Comida deliciosa y precios justos,positivo,,476.0,43.0,9.03,Orgánico,0.0,,,False,2025-05
DIG-01044,2025-02-11,February,Martes,SUC007,Cancún,Cancún,Twitter/X,Compartido,¡Los mejores tacos de la ciudad! 🌮,positivo,,363.0,13.0,3.58,Orgánico,0.0,,,False,2025-02
DIG-01045,2025-09-26,September,Viernes,SUC004,Monterrey,Monterrey,Twitter/X,Comentario,La comida llegó fría 😞,negativo,,468.0,54.0,11.54,Orgánico,0.0,,,False,2025-09
DIG-01046,2025-12-23,December,Martes,SUC005,Puebla,Puebla,Yelp,Review,Esperamos mucho tiempo para ser atendidos,negativo,1.0,76.0,6.0,7.89,Orgánico,0.0,True,21.0,False,2025-12
DIG-01047,2025-10-22,October,Miércoles,SUC005,Puebla,Puebla,Google Reviews,Review,La cochinita pibil es espectacular,positivo,4.0,168.0,8.0,4.76,Orgánico,0.0,,,False,2025-10
DIG-01048,2025-06-22,June,Domingo,SUC007,Cancún,Cancún,Instagram,Comentario,"Siempre regresamos, nunca falla",positivo,,2665.0,115.0,4.32,Orgánico,0.0,,,False,2025-06
DIG-01049,2025-02-01,February,Sábado,SUC009,Tijuana,Tijuana,TikTok,Pregunta,¡Los mejores tacos de la ciudad! 🌮,positivo,,25653.0,1875.0,7.31,Festival del Mole,159.22,True,20.0,False,2025-02
DIG-01050,2025-06-26,June,Jueves,SUC005,Puebla,Puebla,Instagram,Compartido,Precios estándar para la zona,neutro,,517.0,37.0,7.16,Orgánico,0.0,,,False,2025-06
DIG-01051,2025-11-11,November,Martes,SUC004,Monterrey,Monterrey,TikTok,Compartido,Las margaritas son las mejores 🍹,positivo,,31294.0,2053.0,6.56,Temporada de Pozole,378.39,,,False,2025-11
DIG-01052,2025-11-23,November,Domingo,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,Ambiente perfecto para celebrar,positivo,4.0,267.0,14.0,5.24,Happy Hour Margaritas,355.98,,,False,2025-11
DIG-01053,2025-02-03,February,Lunes,SUC001,Ciudad de México Centro,Ciudad de México,Facebook,Like,¡Los mejores tacos de la ciudad! 🌮,positivo,,1068.0,48.0,4.49,Orgánico,0.0,,,False,2025-02
DIG-01054,2025-07-18,July,Viernes,SUC008,Mérida,Mérida,Facebook,Queja,Servicio normal,neutro,,2547.0,344.0,13.51,Orgánico,0.0,,,False,2025-07
DIG-01055,2025-10-19,October,Domingo,SUC001,Ciudad de México Centro,Ciudad de México,Facebook,Like,Precios elevados para la porción,negativo,,4070.0,293.0,7.2,Orgánico,0.0,,,False,2025-10
DIG-01056,2025-10-20,October,Lunes,SUC003,Guadalajara,Guadalajara,Yelp,Review,Esperamos mucho tiempo para ser atendidos,negativo,2.0,277.0,41.0,14.8,Descuento Cumpleañeros,439.92,True,1.0,False,2025-10
DIG-01057,2025-04-13,April,Domingo,SUC009,Tijuana,Tijuana,Google Reviews,Review,La comida llegó fría 😞,negativo,2.0,213.0,16.0,7.51,Orgánico,0.0,False,,False,2025-04
DIG-01058,2025-07-19,July,Sábado,SUC003,Guadalajara,Guadalajara,TripAdvisor,Review,Ambiente perfecto para celebrar,positivo,5.0,91.0,10.0,10.99,Temporada de Pozole,403.41,,,False,2025-07
DIG-01059,2025-10-01,October,Miércoles,SUC006,Querétaro,Querétaro,Google Reviews,Review,"Comida aceptable, nada extraordinario",neutro,3.0,418.0,31.0,7.42,Orgánico,0.0,,,False,2025-10
DIG-01060,2025-12-16,December,Martes,SUC002,Ciudad de México Sur,Ciudad de México,TikTok,Mención,Excelente servicio y ambiente familiar,positivo,,34112.0,3539.0,10.37,Happy Hour Margaritas,303.04,,,False,2025-12
DIG-01061,2025-03-25,March,Martes,SUC003,Guadalajara,Guadalajara,Instagram,Mención,¡Los mejores tacos de la ciudad! 🌮,positivo,,4135.0,468.0,11.32,Promoción 2x1 Tacos,324.37,,,False,2025-03
DIG-01062,2025-08-11,August,Lunes,SUC002,Ciudad de México Sur,Ciudad de México,Instagram,Compartido,El personal es muy amable,positivo,,4855.0,521.0,10.73,Orgánico,0.0,,,False,2025-08
DIG-01063,2025-05-22,May,Jueves,SUC003,Guadalajara,Guadalajara,Instagram,Pregunta,El personal es muy amable,positivo,,1291.0,150.0,11.62,Orgánico,0.0,True,19.0,False,2025-05
DIG-01064,2025-11-26,November,Miércoles,SUC005,Puebla,Puebla,TikTok,Mención,"Siempre regresamos, nunca falla",positivo,,33984.0,2282.0,6.71,Orgánico,0.0,,,False,2025-11
DIG-01065,2025-02-22,February,Sábado,SUC010,León,León,TripAdvisor,Review,Comida deliciosa y precios justos,positivo,4.0,141.0,16.0,11.35,Orgánico,0.0,,,False,2025-02
DIG-01066,2025-08-12,August,Martes,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,El personal es muy amable,positivo,5.0,151.0,5.0,3.31,Orgánico,0.0,,,True,2025-08
DIG-01067,2025-03-14,March,Viernes,SUC003,Guadalajara,Guadalajara,Twitter/X,Comentario,Excelente servicio y ambiente familiar,positivo,,154.0,17.0,11.04,Orgánico,0.0,,,False,2025-03
DIG-01068,2025-07-03,July,Jueves,SUC010,León,León,Instagram,Comentario,"El mole está increíble, muy auténtico",positivo,,2663.0,397.0,14.91,Orgánico,0.0,,,False,2025-07
DIG-01069,2025-11-18,November,Martes,SUC004,Monterrey,Monterrey,Facebook,Pregunta,El personal es muy amable,positivo,,4839.0,316.0,6.53,Festival del Mole,461.56,True,7.0,False,2025-11
DIG-01070,2025-07-30,July,Miércoles,SUC004,Monterrey,Monterrey,Facebook,Comentario,Las margaritas son las mejores 🍹,positivo,,2681.0,387.0,14.43,Orgánico,0.0,,,False,2025-07
DIG-01071,2025-06-24,June,Martes,SUC006,Querétaro,Querétaro,Instagram,Compartido,"Recomiendo 100%, no se arrepentirán",positivo,,1061.0,30.0,2.83,Orgánico,0.0,,,False,2025-06
DIG-01072,2025-11-26,November,Miércoles,SUC006,Querétaro,Querétaro,Instagram,Queja,"Comida aceptable, nada extraordinario",neutro,,2504.0,274.0,10.94,Orgánico,0.0,,,False,2025-11
DIG-01073,2026-01-01,January,Jueves,SUC002,Ciudad de México Sur,Ciudad de México,Facebook,Mención,Precios estándar para la zona,neutro,,4610.0,457.0,9.91,Orgánico,0.0,,,False,2026-01
DIG-01074,2025-05-28,May,Miércoles,SUC004,Monterrey,Monterrey,Google Reviews,Review,"El mole está increíble, muy auténtico",positivo,4.0,151.0,22.0,14.57,Día de la Familia,80.15,,,False,2025-05
DIG-01075,2025-05-19,May,Lunes,SUC004,Monterrey,Monterrey,Instagram,Queja,"Recomiendo 100%, no se arrepentirán",positivo,,4402.0,275.0,6.25,Orgánico,0.0,,,False,2025-05
DIG-01076,2026-01-05,January,Lunes,SUC010,León,León,Google Reviews,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,5.0,443.0,10.0,2.26,Promoción 2x1 Tacos,343.0,,,False,2026-01
DIG-01077,2026-01-04,January,Domingo,SUC003,Guadalajara,Guadalajara,Instagram,Mención,¡Los mejores tacos de la ciudad! 🌮,positivo,,2217.0,182.0,8.21,Noche Mexicana,72.44,,,False,2026-01
DIG-01078,2025-11-07,November,Viernes,SUC007,Cancún,Cancún,Twitter/X,Review,El personal es muy amable,positivo,5.0,313.0,34.0,10.86,Orgánico,0.0,,,True,2025-11
DIG-01079,2025-10-14,October,Martes,SUC003,Guadalajara,Guadalajara,TripAdvisor,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,5.0,427.0,20.0,4.68,Descuento Cumpleañeros,99.63,,,False,2025-10
DIG-01080,2025-10-18,October,Sábado,SUC010,León,León,TripAdvisor,Review,El personal es muy amable,positivo,5.0,153.0,3.0,1.96,Orgánico,0.0,,,True,2025-10
DIG-01081,2025-05-17,May,Sábado,SUC008,Mérida,Mérida,Google Reviews,Review,"Recomiendo 100%, no se arrepentirán",positivo,4.0,79.0,12.0,15.19,Orgánico,0.0,,,False,2025-05
DIG-01082,2025-04-17,April,Jueves,SUC004,Monterrey,Monterrey,TripAdvisor,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,4.0,338.0,43.0,12.72,Orgánico,0.0,,,False,2025-04
DIG-01083,2025-11-25,November,Martes,SUC009,Tijuana,Tijuana,TikTok,Compartido,Las margaritas son las mejores 🍹,positivo,,30917.0,733.0,2.37,Orgánico,0.0,,,False,2025-11
DIG-01084,2025-09-27,September,Sábado,SUC006,Querétaro,Querétaro,Twitter/X,Like,Esperaba mejor calidad,negativo,,120.0,14.0,11.67,Combo Ejecutivo,235.43,,,False,2025-09
DIG-01085,2025-08-26,August,Martes,SUC008,Mérida,Mérida,Instagram,Mención,"Recomiendo 100%, no se arrepentirán",positivo,,657.0,32.0,4.87,Orgánico,0.0,,,False,2025-08
DIG-01086,2025-11-21,November,Viernes,SUC007,Cancún,Cancún,TikTok,Compartido,¡Los mejores tacos de la ciudad! 🌮,positivo,,25298.0,2311.0,9.14,Orgánico,0.0,,,False,2025-11
